driverId,"concat(forename, " ", surname)",nationality,time,milliseconds
818,"Jean-�ric Vergne",French,1:01:07.384,3667384
154,"Romain Grosjean",French,1:01:10.560,3670560
828,"Marcus Ericsson",Swedish,1:01:14.941,3674941
813,"Pastor Maldonado",Venezuelan,1:01:17.567,3677567
4,"Fernando Alonso",Spanish,1:01:19.776,3679776
